Model,Production Year,Number of Engines,Engine Type,Capacity,Range (km),Fuel Consumption (L/hour),Hourly Maintenance Cost ($),Age,Sales Region,Price ($)
Boeing 777,2021,2,Turbofan,396,15600,5.6,1865.57,2,Asya,916278977.29
Boeing 737,1997,2,Turbofan,162,5700,12.44,1309.17,26,Asya,60572937.87
Bombardier CRJ200,1983,2,Turbofan,50,3000,10.15,1355.11,40,Asya,12559770.16
Boeing 737,2002,2,Turbofan,162,5700,6.88,1494.42,21,Asya,73769584.56
Boeing 737,2010,2,Turbofan,162,5700,9.9,1095.08,13,Asya,92615422.2
Bombardier CRJ200,1988,2,Turbofan,50,3000,9.58,3861.04,35,Asya,11469765.97
Boeing 737,1983,2,Turbofan,162,5700,6.5,2372.68,40,Asya,63965378.31
Boeing 777,1991,2,Turbofan,396,15600,14.17,2829.08,32,Asya,422776127.48
Boeing 777,1990,2,Turbofan,396,15600,11.09,4784.11,33,Asya,429644719.63
Boeing 777,2014,2,Turbofan,396,15600,10.59,566.06,9,Asya,623465994.34
Cessna 172,2018,1,Piston,4,1285,19.18,3553.27,5,Asya,418582.76
Bombardier CRJ200,1998,2,Turbofan,50,3000,12.69,2584.79,25,Asya,12145330.07
Boeing 777,1994,2,Turbofan,396,15600,10.87,1628.78,29,Asya,459354991.77
Airbus A320,1991,2,Turbofan,180,6300,8.78,1618.47,32,Asya,77926542.34
Boeing 777,2019,2,Turbofan,396,15600,12.32,4359.04,4,Asya,742194350.59
Airbus A350,1981,2,Turbofan,350,14800,5.0,4782.32,42,Asya,405131042.39
Bombardier CRJ200,1986,2,Turbofan,50,3000,7.71,951.59,37,Asya,12001501.43
Airbus A350,1983,2,Turbofan,350,14800,13.6,625.59,40,Asya,370191321.02
Cessna 172,1980,1,Piston,4,1285,14.27,3751.32,43,Asya,208975.86
Bombardier CRJ200,2007,2,Turbofan,50,3000,5.73,1450.77,16,Asya,14706826.88
Boeing 777,1983,2,Turbofan,396,15600,6.65,2949.22,40,Asya,402709701.97
Bombardier CRJ200,1990,2,Turbofan,50,3000,7.81,4043.42,33,Asya,10967472.91
Airbus A350,1995,2,Turbofan,350,14800,11.37,3483.96,28,Asya,423053589.51
Bombardier CRJ200,1992,2,Turbofan,50,3000,2.77,3416.5,31,Asya,12913487.21
Boeing 777,1980,2,Turbofan,396,15600,10.76,688.67,43,Asya,400330858.17
Boeing 737,2012,2,Turbofan,162,5700,4.91,4894.93,11,Asya,78701374.46
Airbus A350,2015,2,Turbofan,350,14800,11.15,3566.99,8,Asya,687480892.2
Airbus A320,2018,2,Turbofan,180,6300,7.32,2841.3,5,Asya,130891692.67
Airbus A350,1994,2,Turbofan,350,14800,4.35,1665.34,29,Asya,423617232.57
Boeing 737,1989,2,Turbofan,162,5700,7.52,1309.61,34,Asya,67559736.86
Boeing 737,1982,2,Turbofan,162,5700,7.76,2628.44,41,Asya,76966922.93
Airbus A320,1980,2,Turbofan,180,6300,11.39,3347.73,43,Asya,79187562.84
Boeing 737,1982,2,Turbofan,162,5700,3.37,2278.17,41,Asya,63852107.09
Airbus A350,2004,2,Turbofan,350,14800,7.88,4167.5,19,Asya,396893423.94
Boeing 737,2015,2,Turbofan,162,5700,14.66,2206.62,8,Asya,106229488.79
Airbus A320,2021,2,Turbofan,180,6300,14.75,4812.58,2,Asya,135547266.5
Cessna 172,2012,1,Piston,4,1285,17.74,3371.46,11,Asya,288661.71
Bombardier CRJ200,1986,2,Turbofan,50,3000,4.89,1661.92,37,Asya,12181867.94
Boeing 737,2001,2,Turbofan,162,5700,5.58,3177.93,22,Asya,68233194.64
Airbus A350,1997,2,Turbofan,350,14800,9.75,844.87,26,Asya,387107381.16
Airbus A320,1998,2,Turbofan,180,6300,3.08,4264.14,25,Asya,66748982.7
Cessna 172,2009,1,Piston,4,1285,39.34,3860.72,14,Asya,301330.84
Airbus A350,2019,2,Turbofan,350,14800,10.93,597.56,4,Asya,662509794.49
Boeing 777,2009,2,Turbofan,396,15600,11.11,2754.41,14,Asya,651986673.35
Airbus A320,1981,2,Turbofan,180,6300,6.22,4613.39,42,Asya,76329141.43
Airbus A320,2004,2,Turbofan,180,6300,3.38,4556.38,19,Asya,96118206.15
Airbus A320,1984,2,Turbofan,180,6300,3.23,4249.73,39,Asya,68233265.23
Boeing 777,2011,2,Turbofan,396,15600,8.18,2385.29,12,Asya,669038676.24
Boeing 777,1997,2,Turbofan,396,15600,10.7,2503.72,26,Asya,421854236.74
Boeing 737,1985,2,Turbofan,162,5700,10.99,2211.28,38,Asya,74080920.14
Cessna 172,2003,1,Piston,4,1285,41.18,2745.69,20,Asya,250668.86
Boeing 737,2022,2,Turbofan,162,5700,9.04,2435.05,1,Asya,121022089.52
Airbus A320,1982,2,Turbofan,180,6300,3.19,2046.84,41,Asya,74996475.09
Boeing 777,2021,2,Turbofan,396,15600,13.32,2938.53,2,Asya,690457465.87
Bombardier CRJ200,1984,2,Turbofan,50,3000,8.65,1761.82,39,Asya,13925533.71
Boeing 777,2001,2,Turbofan,396,15600,7.1,4005.91,22,Asya,384772556.55
Airbus A320,2014,2,Turbofan,180,6300,5.39,2903.41,9,Asya,139824214.37
Boeing 777,2001,2,Turbofan,396,15600,10.19,2419.71,22,Asya,441747450.93
Boeing 777,2002,2,Turbofan,396,15600,7.11,2020.28,21,Asya,380025849.01
Boeing 777,1986,2,Turbofan,396,15600,4.48,4191.35,37,Asya,360485399.29
Boeing 737,1985,2,Turbofan,162,5700,2.47,3046.54,38,Asya,65026462.49
Airbus A320,1980,2,Turbofan,180,6300,13.45,4700.48,43,Asya,73239190.45
Boeing 777,1983,2,Turbofan,396,15600,11.18,3442.88,40,Asya,430704462.25
Boeing 737,2011,2,Turbofan,162,5700,11.75,4560.15,12,Asya,96697785.12
Boeing 777,2021,2,Turbofan,396,15600,14.63,622.1,2,Asya,884965717.64
Airbus A320,2022,2,Turbofan,180,6300,8.36,978.95,1,Asya,137643264.61
Cessna 172,1987,1,Piston,4,1285,12.09,3209.9,36,Asya,198607.04
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.12,2161.71,25,Asya,10857494.57
Bombardier CRJ200,2019,2,Turbofan,50,3000,9.29,3753.66,4,Asya,21652692.48
Boeing 737,1982,2,Turbofan,162,5700,11.74,4390.51,41,Asya,67197649.27
Airbus A350,2015,2,Turbofan,350,14800,9.28,3413.47,8,Asya,608602693.75
Boeing 777,1994,2,Turbofan,396,15600,9.56,4038.34,29,Asya,376954306.41
Boeing 777,2000,2,Turbofan,396,15600,3.57,3000.61,23,Asya,403655181.14
Boeing 777,1980,2,Turbofan,396,15600,10.48,4807.93,43,Asya,422138944.11
Boeing 777,2001,2,Turbofan,396,15600,13.75,1415.54,22,Asya,480692506.18
Boeing 737,2016,2,Turbofan,162,5700,12.74,865.22,7,Asya,109954500.87
Boeing 777,1995,2,Turbofan,396,15600,11.09,2467.47,28,Asya,411041859.74
Airbus A320,1987,2,Turbofan,180,6300,2.76,2331.57,36,Asya,78591487.14
Airbus A350,2009,2,Turbofan,350,14800,13.8,1220.34,14,Asya,527489525.37
Boeing 737,2008,2,Turbofan,162,5700,3.55,2325.68,15,Asya,97805733.07
Airbus A320,2015,2,Turbofan,180,6300,12.12,3170.53,8,Asya,125768440.01
Bombardier CRJ200,1990,2,Turbofan,50,3000,2.17,4950.93,33,Asya,10805758.43
Bombardier CRJ200,1990,2,Turbofan,50,3000,3.05,4643.88,33,Asya,10052957.18
Boeing 777,2013,2,Turbofan,396,15600,7.14,3997.1,10,Asya,639893477.4
Boeing 777,2016,2,Turbofan,396,15600,11.42,4938.46,7,Asya,698358665.06
Airbus A350,1986,2,Turbofan,350,14800,11.09,1752.5,37,Asya,410991110.61
Cessna 172,2015,1,Piston,4,1285,47.52,4822.53,8,Asya,380964.83
Cessna 172,2013,1,Piston,4,1285,42.65,2750.32,10,Asya,343998.94
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.53,4242.38,34,Asya,13356354.0
Boeing 737,1988,2,Turbofan,162,5700,2.38,4025.46,35,Asya,78630712.32
Bombardier CRJ200,1993,2,Turbofan,50,3000,8.77,4013.81,30,Asya,12506989.26
Boeing 777,1992,2,Turbofan,396,15600,10.81,1115.29,31,Asya,344722688.2
Airbus A320,2012,2,Turbofan,180,6300,6.35,765.62,11,Asya,127564871.13
Airbus A350,2001,2,Turbofan,350,14800,13.32,3401.42,22,Asya,439941839.44
Airbus A350,2017,2,Turbofan,350,14800,13.24,2129.5,6,Asya,733816820.73
Airbus A350,2018,2,Turbofan,350,14800,2.53,1000.25,5,Asya,746011366.56
Cessna 172,1993,1,Piston,4,1285,41.99,3113.37,30,Asya,263878.88
Boeing 737,2012,2,Turbofan,162,5700,6.58,2199.43,11,Asya,100537320.6
Airbus A350,2002,2,Turbofan,350,14800,5.06,3726.62,21,Asya,408001837.33
Bombardier CRJ200,1989,2,Turbofan,50,3000,11.0,1921.28,34,Asya,12763580.16
Bombardier CRJ200,2019,2,Turbofan,50,3000,12.94,832.68,4,Asya,21997774.03
Boeing 777,1992,2,Turbofan,396,15600,5.13,713.51,31,Asya,405350718.24
Bombardier CRJ200,1995,2,Turbofan,50,3000,6.87,2178.28,28,Asya,12291527.09
Boeing 777,2003,2,Turbofan,396,15600,10.3,4699.85,20,Asya,459248546.72
Boeing 737,1995,2,Turbofan,162,5700,5.75,2316.83,28,Asya,66880801.36
Airbus A320,2004,2,Turbofan,180,6300,3.67,2499.96,19,Asya,78179473.64
Airbus A320,2006,2,Turbofan,180,6300,3.76,968.8,17,Asya,115081515.98
Boeing 737,2023,2,Turbofan,162,5700,6.17,2123.28,0,Asya,130445815.66
Airbus A320,1987,2,Turbofan,180,6300,7.53,3420.04,36,Asya,90246191.16
Bombardier CRJ200,2011,2,Turbofan,50,3000,4.2,1947.43,12,Asya,21221343.02
Airbus A350,1980,2,Turbofan,350,14800,11.18,2093.47,43,Asya,389067350.28
Cessna 172,1984,1,Piston,4,1285,45.55,4849.17,39,Asya,227605.05
Cessna 172,2022,1,Piston,4,1285,42.81,1245.01,1,Asya,438322.91
Bombardier CRJ200,1988,2,Turbofan,50,3000,8.75,989.19,35,Asya,12043926.44
Boeing 737,2007,2,Turbofan,162,5700,9.23,1252.03,16,Asya,91698616.19
Airbus A350,2007,2,Turbofan,350,14800,8.79,2026.77,16,Asya,432285683.36
Cessna 172,2002,1,Piston,4,1285,21.95,3995.36,21,Asya,250033.76
Airbus A350,2005,2,Turbofan,350,14800,5.53,3111.85,18,Asya,410979216.9
Airbus A320,2004,2,Turbofan,180,6300,13.98,3888.68,19,Asya,98599920.33
Bombardier CRJ200,2012,2,Turbofan,50,3000,5.75,4467.9,11,Asya,19247567.82
Boeing 777,2021,2,Turbofan,396,15600,11.47,1251.44,2,Asya,717438445.58
Boeing 737,2021,2,Turbofan,162,5700,12.72,3213.59,2,Asya,125201430.74
Boeing 737,2022,2,Turbofan,162,5700,12.21,1446.81,1,Asya,130308865.19
Airbus A350,2022,2,Turbofan,350,14800,3.59,4367.13,1,Asya,740936103.54
Boeing 777,2004,2,Turbofan,396,15600,10.07,962.4,19,Asya,393499927.69
Boeing 777,2016,2,Turbofan,396,15600,7.16,3042.46,7,Asya,693426748.99
Boeing 737,2003,2,Turbofan,162,5700,12.99,2417.71,20,Asya,85651565.88
Airbus A350,1997,2,Turbofan,350,14800,5.68,3711.52,26,Asya,321493270.74
Boeing 777,1991,2,Turbofan,396,15600,9.64,4618.93,32,Asya,378314967.02
Bombardier CRJ200,2011,2,Turbofan,50,3000,3.92,4252.47,12,Asya,16596084.43
Airbus A320,2022,2,Turbofan,180,6300,14.42,3275.27,1,Asya,140657163.37
Airbus A320,1999,2,Turbofan,180,6300,14.82,4771.58,24,Asya,78040362.34
Airbus A350,2023,2,Turbofan,350,14800,14.81,1196.74,0,Asya,692380066.07
Boeing 737,2018,2,Turbofan,162,5700,6.29,2574.8,5,Asya,112696299.39
Boeing 777,1992,2,Turbofan,396,15600,6.79,3978.82,31,Asya,338136917.85
Airbus A320,1994,2,Turbofan,180,6300,14.86,1255.01,29,Asya,79327468.64
Boeing 737,2017,2,Turbofan,162,5700,6.36,2799.13,6,Asya,102065270.27
Boeing 737,1983,2,Turbofan,162,5700,5.15,1788.22,40,Asya,57070647.11
Boeing 777,1982,2,Turbofan,396,15600,5.04,1996.62,41,Asya,382445001.3
Boeing 777,2002,2,Turbofan,396,15600,10.5,4745.78,21,Asya,395295757.15
Bombardier CRJ200,1996,2,Turbofan,50,3000,4.96,2027.11,27,Asya,11638619.59
Boeing 777,2019,2,Turbofan,396,15600,3.13,888.68,4,Asya,780884665.66
Airbus A350,1996,2,Turbofan,350,14800,3.95,1837.12,27,Asya,308182941.54
Airbus A320,1994,2,Turbofan,180,6300,11.77,3400.5,29,Asya,85173520.16
Cessna 172,1997,1,Piston,4,1285,35.66,3515.88,26,Asya,210765.39
Airbus A320,1990,2,Turbofan,180,6300,13.98,4247.52,33,Asya,82517064.86
Airbus A320,1988,2,Turbofan,180,6300,4.29,2558.55,35,Asya,94999370.02
Airbus A320,1980,2,Turbofan,180,6300,2.92,3238.66,43,Asya,74408713.84
Bombardier CRJ200,2002,2,Turbofan,50,3000,9.67,1511.68,21,Asya,13093374.96
Cessna 172,1993,1,Piston,4,1285,18.22,3695.71,30,Asya,216084.47
Airbus A350,1994,2,Turbofan,350,14800,8.62,759.62,29,Asya,439253002.47
Cessna 172,2003,1,Piston,4,1285,20.86,2155.72,20,Asya,252730.14
Bombardier CRJ200,1988,2,Turbofan,50,3000,9.16,4204.56,35,Asya,12769006.92
Bombardier CRJ200,1986,2,Turbofan,50,3000,14.76,2959.59,37,Asya,10744455.78
Airbus A350,2014,2,Turbofan,350,14800,12.67,1729.25,9,Asya,579690689.66
Airbus A320,2000,2,Turbofan,180,6300,11.91,1586.12,23,Asya,80764953.06
Boeing 737,1988,2,Turbofan,162,5700,12.88,1104.05,35,Asya,61848476.47
Airbus A320,1983,2,Turbofan,180,6300,10.36,2370.13,40,Asya,84990271.46
Bombardier CRJ200,1988,2,Turbofan,50,3000,14.91,3217.21,35,Asya,12334655.74
Bombardier CRJ200,1981,2,Turbofan,50,3000,6.62,3780.02,42,Asya,12816583.34
Boeing 737,2003,2,Turbofan,162,5700,8.3,2632.04,20,Asya,69488058.52
Boeing 777,2018,2,Turbofan,396,15600,3.28,4614.62,5,Asya,674664825.48
Boeing 737,1991,2,Turbofan,162,5700,10.72,3418.99,32,Asya,57066088.82
Airbus A320,1985,2,Turbofan,180,6300,4.88,3402.69,38,Asya,78023585.43
Airbus A350,2012,2,Turbofan,350,14800,11.69,4018.93,11,Asya,568575385.77
Boeing 737,2009,2,Turbofan,162,5700,11.7,4284.24,14,Asya,99290232.51
Airbus A320,1990,2,Turbofan,180,6300,6.36,3079.83,33,Asya,69870089.93
Bombardier CRJ200,2002,2,Turbofan,50,3000,12.83,4843.91,21,Asya,14340895.23
Cessna 172,1989,1,Piston,4,1285,21.59,989.2,34,Asya,228436.26
Boeing 777,2014,2,Turbofan,396,15600,5.99,3016.66,9,Asya,757041352.75
Cessna 172,1998,1,Piston,4,1285,38.16,3741.98,25,Asya,224612.84
Cessna 172,2001,1,Piston,4,1285,36.42,2709.15,22,Asya,233150.98
Cessna 172,1982,1,Piston,4,1285,31.35,3100.95,41,Asya,224415.03
Airbus A320,1990,2,Turbofan,180,6300,11.59,1598.18,33,Asya,87182145.82
Airbus A350,1999,2,Turbofan,350,14800,4.97,2035.91,24,Asya,378252147.58
Boeing 737,2017,2,Turbofan,162,5700,2.51,3314.49,6,Asya,105470101.19
Cessna 172,2014,1,Piston,4,1285,17.28,4093.21,9,Asya,334588.46
Airbus A320,2023,2,Turbofan,180,6300,3.95,2555.0,0,Asya,135353244.48
Bombardier CRJ200,1984,2,Turbofan,50,3000,2.96,2414.46,39,Asya,12778142.81
Bombardier CRJ200,1987,2,Turbofan,50,3000,14.29,1551.2,36,Asya,12806156.85
Cessna 172,1981,1,Piston,4,1285,31.09,2384.12,42,Asya,213642.94
Boeing 737,1983,2,Turbofan,162,5700,12.22,905.61,40,Asya,70890432.26
Airbus A320,1986,2,Turbofan,180,6300,4.46,3221.03,37,Asya,69682973.21
Boeing 777,2020,2,Turbofan,396,15600,3.56,740.42,3,Asya,755225809.16
Cessna 172,2019,1,Piston,4,1285,24.09,1327.4,4,Asya,417498.63
Boeing 777,2020,2,Turbofan,396,15600,7.76,618.3,3,Asya,786837277.38
Cessna 172,1999,1,Piston,4,1285,33.76,3848.19,24,Asya,187992.87
Boeing 737,2021,2,Turbofan,162,5700,9.24,3440.5,2,Asya,123923551.69
Boeing 777,1995,2,Turbofan,396,15600,9.19,2116.44,28,Asya,307745298.63
Bombardier CRJ200,2023,2,Turbofan,50,3000,6.65,3476.62,0,Asya,20497001.51
Boeing 777,2016,2,Turbofan,396,15600,10.42,3203.79,7,Asya,639373503.22
Cessna 172,2018,1,Piston,4,1285,35.79,1528.79,5,Asya,432580.89
Airbus A350,1997,2,Turbofan,350,14800,12.59,1789.3,26,Asya,397550867.57
Cessna 172,1999,1,Piston,4,1285,44.97,2920.96,24,Asya,220008.26
Cessna 172,2005,1,Piston,4,1285,16.76,2607.15,18,Asya,270498.44
Boeing 777,1990,2,Turbofan,396,15600,10.24,1178.31,33,Asya,385050710.84
Airbus A320,2009,2,Turbofan,180,6300,11.42,4273.51,14,Asya,112582195.13
Cessna 172,2018,1,Piston,4,1285,37.15,2962.08,5,Asya,358117.94
Boeing 777,2013,2,Turbofan,396,15600,11.47,4303.92,10,Asya,523819301.37
Airbus A320,2022,2,Turbofan,180,6300,3.89,4127.8,1,Asya,154517203.42
Boeing 777,1980,2,Turbofan,396,15600,12.57,4722.1,43,Asya,412104042.06
Boeing 737,1993,2,Turbofan,162,5700,6.54,3497.11,30,Asya,69840035.66
Boeing 737,1981,2,Turbofan,162,5700,9.65,4804.98,42,Asya,63382332.27
Boeing 777,1987,2,Turbofan,396,15600,3.39,3172.47,36,Asya,355164501.07
Cessna 172,2018,1,Piston,4,1285,23.95,4962.9,5,Asya,368317.77
Airbus A320,1999,2,Turbofan,180,6300,11.74,3388.78,24,Asya,70275104.37
Airbus A320,2000,2,Turbofan,180,6300,10.32,2203.93,23,Asya,87488174.06
Boeing 777,1993,2,Turbofan,396,15600,6.68,4642.35,30,Asya,398511318.41
Airbus A320,2018,2,Turbofan,180,6300,13.98,4009.23,5,Asya,151370384.71
Boeing 737,2008,2,Turbofan,162,5700,9.15,714.38,15,Asya,81010583.28
Boeing 737,2001,2,Turbofan,162,5700,10.41,3534.51,22,Asya,68408348.8
Cessna 172,2020,1,Piston,4,1285,28.7,955.95,3,Asya,398497.41
Cessna 172,1998,1,Piston,4,1285,37.5,3536.84,25,Asya,228543.94
Airbus A320,2006,2,Turbofan,180,6300,8.02,3786.48,17,Asya,100654839.9
Airbus A320,2007,2,Turbofan,180,6300,11.6,3506.68,16,Asya,108664998.45
Boeing 777,2023,2,Turbofan,396,15600,10.82,4443.4,0,Asya,719752123.12
Boeing 777,1991,2,Turbofan,396,15600,6.51,580.79,32,Asya,365405543.25
Cessna 172,1983,1,Piston,4,1285,22.1,1478.65,40,Asya,200406.16
Cessna 172,2016,1,Piston,4,1285,40.68,4389.06,7,Asya,350708.62
Cessna 172,2017,1,Piston,4,1285,21.86,1137.69,6,Asya,374616.75
Bombardier CRJ200,1982,2,Turbofan,50,3000,8.18,1268.27,41,Asya,11357918.89
Airbus A320,2016,2,Turbofan,180,6300,5.65,1593.28,7,Asya,130712363.06
Boeing 737,2017,2,Turbofan,162,5700,6.18,789.46,6,Asya,119944266.89
Airbus A320,1989,2,Turbofan,180,6300,12.52,2081.36,34,Asya,85330819.94
Boeing 737,2009,2,Turbofan,162,5700,10.84,1049.48,14,Asya,77003641.12
Cessna 172,1987,1,Piston,4,1285,38.75,4774.58,36,Asya,210467.12
Airbus A350,2014,2,Turbofan,350,14800,7.67,4781.24,9,Asya,670313511.77
Bombardier CRJ200,1987,2,Turbofan,50,3000,6.18,2602.54,36,Asya,11573940.78
Bombardier CRJ200,1987,2,Turbofan,50,3000,7.16,609.14,36,Asya,13007942.26
Boeing 777,2000,2,Turbofan,396,15600,4.2,2671.73,23,Asya,405015742.92
Airbus A320,2008,2,Turbofan,180,6300,2.58,1059.84,15,Asya,107904319.7
Bombardier CRJ200,1995,2,Turbofan,50,3000,8.04,1521.03,28,Asya,12066952.62
Boeing 777,2002,2,Turbofan,396,15600,6.34,2364.03,21,Asya,458229860.58
Bombardier CRJ200,2006,2,Turbofan,50,3000,9.4,2323.61,17,Asya,15033882.93
Airbus A350,1996,2,Turbofan,350,14800,2.6,4411.66,27,Asya,401365153.54
Boeing 777,1987,2,Turbofan,396,15600,9.02,3743.71,36,Asya,398730070.65
Airbus A350,1993,2,Turbofan,350,14800,14.48,4406.34,30,Asya,385638768.56
Airbus A320,2012,2,Turbofan,180,6300,3.28,2696.48,11,Asya,130305751.05
Airbus A350,2016,2,Turbofan,350,14800,8.57,4422.54,7,Asya,601289405.01
Boeing 777,2002,2,Turbofan,396,15600,7.18,2185.14,21,Asya,459869914.22
Boeing 777,1992,2,Turbofan,396,15600,6.84,4046.81,31,Asya,355705794.66
Cessna 172,1987,1,Piston,4,1285,42.08,3304.46,36,Asya,199988.16
Boeing 737,2018,2,Turbofan,162,5700,10.94,2884.95,5,Asya,89189003.84
Boeing 737,1981,2,Turbofan,162,5700,12.71,1484.47,42,Asya,57509691.81
Cessna 172,1997,1,Piston,4,1285,37.63,2993.04,26,Asya,220099.88
Cessna 172,2021,1,Piston,4,1285,36.57,4684.4,2,Asya,382759.78
Airbus A320,2006,2,Turbofan,180,6300,11.56,4715.16,17,Asya,91194717.26
Airbus A350,1993,2,Turbofan,350,14800,12.29,2629.51,30,Asya,357801999.84
Boeing 737,1989,2,Turbofan,162,5700,10.8,3710.34,34,Asya,55997751.23
Bombardier CRJ200,1988,2,Turbofan,50,3000,6.43,3977.09,35,Asya,11628090.24
Boeing 777,1981,2,Turbofan,396,15600,2.66,1453.51,42,Asya,329603714.73
Boeing 737,1992,2,Turbofan,162,5700,6.89,1894.88,31,Asya,56288929.2
Airbus A320,1985,2,Turbofan,180,6300,8.51,1711.2,38,Asya,76494533.22
Cessna 172,2010,1,Piston,4,1285,25.13,4230.29,13,Asya,341280.79
Airbus A320,1991,2,Turbofan,180,6300,11.85,2928.18,32,Asya,78220892.03
Airbus A350,2006,2,Turbofan,350,14800,3.97,3129.94,17,Asya,484971476.05
Boeing 777,2015,2,Turbofan,396,15600,6.26,3217.76,8,Asya,657499396.77
Cessna 172,2002,1,Piston,4,1285,16.04,4463.94,21,Asya,250818.71
Cessna 172,2017,1,Piston,4,1285,21.74,2289.84,6,Asya,344778.95
Airbus A350,2004,2,Turbofan,350,14800,9.89,1608.73,19,Asya,462248659.8
Bombardier CRJ200,2015,2,Turbofan,50,3000,8.8,1214.34,8,Asya,17063061.04
Bombardier CRJ200,1989,2,Turbofan,50,3000,13.87,2782.85,34,Asya,11043231.69
Boeing 777,2001,2,Turbofan,396,15600,2.05,4799.89,22,Asya,443135332.27
Airbus A320,1993,2,Turbofan,180,6300,2.41,3992.43,30,Asya,67445711.45
Boeing 737,1981,2,Turbofan,162,5700,8.39,1518.26,42,Asya,59680759.25
Airbus A320,2017,2,Turbofan,180,6300,11.89,1311.76,6,Asya,146244215.2
Cessna 172,1980,1,Piston,4,1285,11.65,1325.94,43,Asya,184684.51
Cessna 172,1985,1,Piston,4,1285,46.14,1813.39,38,Asya,223145.81
Airbus A350,2019,2,Turbofan,350,14800,4.96,3573.47,4,Asya,750216609.97
Airbus A350,1995,2,Turbofan,350,14800,3.38,4810.34,28,Asya,355885465.29
Airbus A350,1987,2,Turbofan,350,14800,5.59,4615.05,36,Asya,335947726.03
Boeing 737,2000,2,Turbofan,162,5700,4.71,2857.46,23,Asya,79065886.4
Bombardier CRJ200,1983,2,Turbofan,50,3000,12.18,4602.01,40,Asya,12896027.4
Boeing 777,2012,2,Turbofan,396,15600,5.35,1788.1,11,Asya,584957370.68
Airbus A350,1981,2,Turbofan,350,14800,11.16,4436.38,42,Asya,358942888.05
Bombardier CRJ200,2005,2,Turbofan,50,3000,14.63,1380.27,18,Asya,15174005.28
Airbus A350,1981,2,Turbofan,350,14800,9.45,3932.39,42,Asya,367892603.97
Airbus A350,1985,2,Turbofan,350,14800,3.15,4293.81,38,Asya,414266280.09
Bombardier CRJ200,2007,2,Turbofan,50,3000,13.87,3341.18,16,Asya,15746964.15
Cessna 172,2003,1,Piston,4,1285,35.36,2311.88,20,Asya,212181.94
Airbus A320,2017,2,Turbofan,180,6300,2.5,3594.01,6,Asya,159861646.75
Airbus A320,1999,2,Turbofan,180,6300,14.78,4667.91,24,Asya,75076085.5
Boeing 737,1989,2,Turbofan,162,5700,2.21,732.25,34,Asya,63327194.76
Bombardier CRJ200,1985,2,Turbofan,50,3000,8.43,2694.23,38,Asya,13004034.51
Cessna 172,2015,1,Piston,4,1285,49.05,4260.18,8,Asya,409714.24
Airbus A350,1996,2,Turbofan,350,14800,6.4,1660.76,27,Asya,340562067.81
Boeing 777,1986,2,Turbofan,396,15600,7.24,1235.19,37,Asya,391070702.75
Boeing 737,1991,2,Turbofan,162,5700,3.84,3580.03,32,Asya,64985367.95
Airbus A320,1995,2,Turbofan,180,6300,6.36,1852.0,28,Asya,77361738.83
Boeing 737,2005,2,Turbofan,162,5700,10.06,917.35,18,Asya,91238872.98
Cessna 172,2007,1,Piston,4,1285,36.37,1267.32,16,Asya,266788.89
Airbus A350,1983,2,Turbofan,350,14800,2.62,2920.06,40,Asya,438776104.44
Airbus A320,1990,2,Turbofan,180,6300,4.22,4375.62,33,Asya,73543719.03
Bombardier CRJ200,1992,2,Turbofan,50,3000,10.66,1115.57,31,Asya,11832513.19
Boeing 737,1985,2,Turbofan,162,5700,3.29,1613.96,38,Asya,51419020.64
Boeing 777,1982,2,Turbofan,396,15600,4.68,2858.11,41,Asya,417204930.51
Boeing 737,1995,2,Turbofan,162,5700,14.95,4428.44,28,Asya,60481381.27
Bombardier CRJ200,2019,2,Turbofan,50,3000,13.47,1011.58,4,Asya,19719080.13
Boeing 737,2020,2,Turbofan,162,5700,11.69,3380.57,3,Asya,117529742.57
Boeing 737,2006,2,Turbofan,162,5700,11.57,1762.07,17,Asya,84791175.26
Bombardier CRJ200,2012,2,Turbofan,50,3000,13.48,3623.92,11,Asya,16861665.25
Airbus A350,2015,2,Turbofan,350,14800,11.01,1455.45,8,Asya,653945684.17
Bombardier CRJ200,1989,2,Turbofan,50,3000,13.58,2747.69,34,Asya,11715111.66
Airbus A320,2004,2,Turbofan,180,6300,8.96,1299.06,19,Asya,89843190.35
Boeing 737,2010,2,Turbofan,162,5700,4.96,679.56,13,Asya,108508852.17
Boeing 777,2012,2,Turbofan,396,15600,14.34,3316.44,11,Asya,679905296.23
Airbus A320,1981,2,Turbofan,180,6300,3.85,3163.36,42,Asya,85826184.39
Airbus A350,2018,2,Turbofan,350,14800,2.28,2799.27,5,Asya,582128210.08
Boeing 737,1989,2,Turbofan,162,5700,5.29,2593.59,34,Asya,63116996.78
Boeing 777,2015,2,Turbofan,396,15600,9.54,2588.4,8,Asya,620276448.97
Cessna 172,2007,1,Piston,4,1285,30.96,1604.26,16,Asya,299451.52
Airbus A350,2001,2,Turbofan,350,14800,2.69,3436.57,22,Asya,402610283.97
Airbus A350,2020,2,Turbofan,350,14800,7.96,4788.22,3,Asya,729874975.63
Boeing 737,2008,2,Turbofan,162,5700,12.02,1899.95,15,Asya,86378938.25
Boeing 737,1993,2,Turbofan,162,5700,10.41,2962.54,30,Asya,62128351.64
